Emp_ID;MMM.YY;Age;Salary;LastWorkingDate;Designation;Total.Business.Value;Quarterly.Rating;Gender;City;Education_Level;Dateofjoining;Joining.Designation
1461;01.10.2016;45;39841,00 USD;;2;200000;1;Male;C10;College;24.09.2012;2
1461;01.11.2016;45;39841,00 USD;;2;0;1;Male;C10;College;24.09.2012;2
1461;01.12.2016;45;39841,00 USD;;2;0;1;Male;C10;College;24.09.2012;2
1461;01.01.2017;45;39841,00 USD;;2;150280;2;Male;C10;College;24.09.2012;2
1461;01.02.2017;45;39841,00 USD;;2;443980;2;Male;C10;College;24.09.2012;2
1461;01.03.2017;45;39841,00 USD;;2;637010;2;Male;C10;College;24.09.2012;2
1461;01.04.2017;45;39841,00 USD;;2;0;1;Male;C10;College;24.09.2012;2
1461;01.05.2017;45;39841,00 USD;;2;0;1;Male;C10;College;24.09.2012;2
1461;01.06.2017;45;39841,00 USD;;2;200000;1;Male;C10;College;24.09.2012;2
1461;01.07.2017;46;39841,00 USD;;2;683180;2;Male;C10;College;24.09.2012;2
1461;01.08.2017;46;39841,00 USD;;2;0;2;Male;C10;College;24.09.2012;2
1461;01.09.2017;46;39841,00 USD;05.09.2017;2;0;2;Male;C10;College;24.09.2012;2
1462;01.10.2017;26;58278,00 USD;;2;0;1;Female;C18;Master;16.10.2017;2
1462;01.11.2017;26;58278,00 USD;;2;0;1;Female;C18;Master;16.10.2017;2
1462;01.12.2017;27;58278,00 USD;;2;0;1;Female;C18;Master;16.10.2017;2
1463;01.01.2016;41;38105,00 USD;;1;213540;3;Male;C2;Bachelor;25.08.2015;1
1463;01.02.2016;41;38105,00 USD;;1;786000;3;Male;C2;Bachelor;25.08.2015;1
1463;01.03.2016;41;38105,00 USD;;1;992520;3;Male;C2;Bachelor;25.08.2015;1
1463;01.04.2016;41;38105,00 USD;;1;0;4;Male;C2;Bachelor;25.08.2015;1
1463;01.05.2016;41;38105,00 USD;;1;1162890;4;Male;C2;Bachelor;25.08.2015;1
1463;01.06.2016;41;38105,00 USD;;1;2045470;4;Male;C2;Bachelor;25.08.2015;1
1463;01.07.2016;41;38105,00 USD;;1;1182850;3;Male;C2;Bachelor;25.08.2015;1
1463;01.08.2016;41;38105,00 USD;;1;309900;3;Male;C2;Bachelor;25.08.2015;1
1463;01.09.2016;41;38105,00 USD;;1;150360;3;Male;C2;Bachelor;25.08.2015;1
1463;01.10.2016;41;38105,00 USD;;1;487520;3;Male;C2;Bachelor;25.08.2015;1
1463;01.11.2016;41;38105,00 USD;;1;388300;3;Male;C2;Bachelor;25.08.2015;1
1463;01.12.2016;41;38105,00 USD;;1;350000;3;Male;C2;Bachelor;25.08.2015;1
1463;01.01.2017;42;38105,00 USD;05.01.2017;1;351000;2;Male;C2;Bachelor;25.08.2015;1
1464;01.01.2016;47;69141,00 USD;;2;4363780;4;Female;C25;Master;07.07.2015;1
1464;01.02.2016;47;69141,00 USD;;2;3070110;4;Female;C25;Master;07.07.2015;1
1464;01.03.2016;47;69141,00 USD;;2;3583280;4;Female;C25;Master;07.07.2015;1
1464;01.04.2016;47;69141,00 USD;;2;500000;4;Female;C25;Master;07.07.2015;1
1464;01.05.2016;47;69141,00 USD;;2;2495000;4;Female;C25;Master;07.07.2015;1
1464;01.06.2016;47;69141,00 USD;;2;500000;4;Female;C25;Master;07.07.2015;1
1464;01.07.2016;47;69141,00 USD;;2;595970;4;Female;C25;Master;07.07.2015;1
1464;01.08.2016;47;69141,00 USD;;2;300000;4;Female;C25;Master;07.07.2015;1
1464;01.09.2016;47;69141,00 USD;;2;2345160;4;Female;C25;Master;07.07.2015;1
1464;01.10.2016;47;69141,00 USD;;2;1506940;3;Female;C25;Master;07.07.2015;1
1464;01.11.2016;47;69141,00 USD;;2;518000;3;Female;C25;Master;07.07.2015;1
1464;01.12.2016;48;69141,00 USD;28.11.2016;2;0;3;Female;C25;Master;07.07.2015;1
1465;01.01.2016;34;45180,00 USD;;3;0;1;Male;C17;Colege;03.12.2015;3
1465;01.02.2016;34;45180,00 USD;;3;100310;1;Male;C17;Colege;03.12.2015;3
1465;01.03.2016;34;45180,00 USD;02.03.2016;3;0;1;Male;C17;Colege;03.12.2015;3
1466;01.01.2016;41;45183,00 USD;;2;0;1;Male;C2;Bachelor;05.01.2016;2
1466;01.02.2016;41;45183,00 USD;;2;121490;1;Male;C2;Bachelor;05.01.2016;2
1466;01.03.2016;41;45183,00 USD;;2;843210;1;Male;C2;Bachelor;05.01.2016;2
1466;01.04.2016;42;45183,00 USD;;2;128040;1;Male;C2;Bachelor;05.01.2016;2
1466;01.05.2016;42;45183,00 USD;;2;-232800;1;Male;C2;Bachelor;05.01.2016;2
1466;01.06.2016;42;45183,00 USD;17.06.2016;2;0;1;Male;C2;Bachelor;05.01.2016;2
1468;01.09.2017;30;66779,00 USD;;3;0;1;Male;C20;Bachelor;01.09.2017;3
1468;01.10.2017;31;66779,00 USD;;3;0;1;Male;C20;Bachelor;01.09.2017;3
1468;01.11.2017;31;66779,00 USD;;3;0;1;Male;C20;Bachelor;01.09.2017;3
1468;01.12.2017;31;66779,00 USD;;3;709210;1;Male;C20;Bachelor;01.09.2017;3
1469;01.09.2016;27;44091,00 USD;;1;0;1;Male;C9;Colege;30.08.2016;1
1469;01.10.2016;27;44091,00 USD;;1;0;1;Male;C9;Colege;30.08.2016;1
1469;01.11.2016;27;44091,00 USD;;1;145490;1;Male;C9;Colege;30.08.2016;1
1469;01.12.2016;27;44091,00 USD;;1;0;1;Male;C9;Colege;30.08.2016;1
1469;01.01.2017;28;44091,00 USD;;1;606960;2;Male;C9;Colege;30.08.2016;1
1469;01.02.2017;28;44091,00 USD;15.02.2017;1;0;2;Male;C9;Colege;30.08.2016;1
1470;01.01.2016;29;47565,00 USD;;1;1506230;4;Male;C28;Colege;17.02.2015;1
1470;01.02.2016;29;47565,00 USD;;1;776700;4;Male;C28;Colege;17.02.2015;1
1470;01.03.2016;29;47565,00 USD;;1;1649840;4;Male;C28;Colege;17.02.2015;1
1470;01.04.2016;29;47565,00 USD;;1;100030;3;Male;C28;Colege;17.02.2015;1
1470;01.05.2016;29;47565,00 USD;;1;406240;3;Male;C28;Colege;17.02.2015;1
1470;01.06.2016;29;47565,00 USD;;1;678570;3;Male;C28;Colege;17.02.2015;1
1470;01.07.2016;29;47565,00 USD;;1;851160;4;Male;C28;Colege;17.02.2015;1
1470;01.08.2016;29;47565,00 USD;;1;857590;4;Male;C28;Colege;17.02.2015;1
1470;01.09.2016;29;47565,00 USD;;1;3257430;4;Male;C28;Colege;17.02.2015;1
1470;01.10.2016;29;47565,00 USD;;1;370180;4;Male;C28;Colege;17.02.2015;1
1470;01.11.2016;30;47565,00 USD;;1;326750;4;Male;C28;Colege;17.02.2015;1
1470;01.12.2016;30;47565,00 USD;;1;1321520;4;Male;C28;Colege;17.02.2015;1
1470;01.01.2017;30;47565,00 USD;;1;120180;2;Male;C28;Colege;17.02.2015;1
1470;01.02.2017;30;47565,00 USD;;1;210830;2;Male;C28;Colege;17.02.2015;1
1470;01.03.2017;30;47565,00 USD;;1;844510;2;Male;C28;Colege;17.02.2015;1
1470;01.04.2017;30;47565,00 USD;;1;97040;2;Male;C28;Colege;17.02.2015;1
1470;01.05.2017;30;47565,00 USD;16.05.2017;1;340380;2;Male;C28;Colege;17.02.2015;1
1471;01.01.2016;35;43690,00 USD;;1;564250;2;Male;C27;Bachelor;27.05.2013;1
1471;01.02.2016;35;43690,00 USD;;1;222000;2;Male;C27;Bachelor;27.05.2013;1
1471;01.03.2016;35;43690,00 USD;;1;567240;2;Male;C27;Bachelor;27.05.2013;1
1471;01.04.2016;35;43690,00 USD;;1;0;1;Male;C27;Bachelor;27.05.2013;1
1471;01.05.2016;36;43690,00 USD;28.05.2016;1;101690;1;Male;C27;Bachelor;27.05.2013;1
1472;01.01.2016;40;107368,00 USD;;4;743850;2;Female;C22;Master;18.07.2011;2
1472;01.02.2016;40;107368,00 USD;;4;1836920;2;Female;C22;Master;18.07.2011;2
1472;01.03.2016;40;107368,00 USD;;4;1533280;2;Female;C22;Master;18.07.2011;2
1472;01.04.2016;40;107368,00 USD;;4;153230;2;Female;C22;Master;18.07.2011;2
1472;01.05.2016;40;107368,00 USD;;4;500000;2;Female;C22;Master;18.07.2011;2
1472;01.06.2016;40;107368,00 USD;;4;300000;2;Female;C22;Master;18.07.2011;2
1472;01.07.2016;40;107368,00 USD;;4;1053020;3;Female;C22;Master;18.07.2011;2
1472;01.08.2016;40;107368,00 USD;;4;1592490;3;Female;C22;Master;18.07.2011;2
1472;01.09.2016;40;107368,00 USD;;4;1090000;3;Female;C22;Master;18.07.2011;2
1472;01.10.2016;40;107368,00 USD;;4;555000;1;Female;C22;Master;18.07.2011;2
1472;01.11.2016;40;107368,00 USD;;4;0;1;Female;C22;Master;18.07.2011;2
1472;01.12.2016;40;107368,00 USD;;4;0;1;Female;C22;Master;18.07.2011;2
1472;01.01.2017;41;107368,00 USD;;4;750000;2;Female;C22;Master;18.07.2011;2
1472;01.02.2017;41;107368,00 USD;;4;994570;2;Female;C22;Master;18.07.2011;2
1472;01.03.2017;41;107368,00 USD;;4;2831040;2;Female;C22;Master;18.07.2011;2
1472;01.04.2017;41;107368,00 USD;;4;188370;1;Female;C22;Master;18.07.2011;2
1472;01.05.2017;41;107368,00 USD;;4;300000;1;Female;C22;Master;18.07.2011;2
1472;01.06.2017;41;107368,00 USD;;4;665300;1;Female;C22;Master;18.07.2011;2
1472;01.07.2017;41;107368,00 USD;;4;1583900;2;Female;C22;Master;18.07.2011;2
1472;01.08.2017;41;107368,00 USD;;4;450260;2;Female;C22;Master;18.07.2011;2
1472;01.09.2017;41;107368,00 USD;;4;528240;2;Female;C22;Master;18.07.2011;2
1472;01.10.2017;41;107368,00 USD;;4;707770;1;Female;C22;Master;18.07.2011;2
1472;01.11.2017;41;107368,00 USD;;4;194090;1;Female;C22;Master;18.07.2011;2
1472;01.12.2017;41;107368,00 USD;14.12.2017;4;300000;1;Female;C22;Master;18.07.2011;2
1473;01.01.2016;41;94171,00 USD;;3;0;1;Male;C26;Colege;17.07.2015;3
1473;01.02.2016;41;94171,00 USD;01.02.2016;3;0;1;Male;C26;Colege;17.07.2015;3
1474;01.10.2016;27;25207,00 USD;;2;0;1;Male;C27;Bachelor;16.Oct.17;2
1474;01.11.2016;27;25207,00 USD;15.11.2016;2;0;1;Male;C27;Bachelor;16.Oct.17;2
1475;01.02.2017;27;104567,00 USD;;3;0;3;Male;C21;Bachelor's;01.02.2017;3
1475;01.03.2017;27;104567,00 USD;;3;3789680;3;Male;C21;Bachelor's;01.02.2017;3
1475;01.04.2017;27;104567,00 USD;;3;2680740;4;Male;C21;Bachelor's;01.02.2017;3
1475;01.05.2017;27;104567,00 USD;;3;1790020;4;Male;C21;Bachelor's;01.02.2017;3
1475;01.06.2017;27;104567,00 USD;;3;382440;4;Male;C21;Bachelor's;01.02.2017;3
1475;01.07.2017;27;104567,00 USD;;3;500000;4;Male;C21;Bachelor's;01.02.2017;3
1475;01.08.2017;28;104567,00 USD;;3;955440;4;Male;C21;Bachelor's;01.02.2017;3
1475;01.09.2017;28;104567,00 USD;;3;4575030;4;Male;C21;Bachelor's;01.02.2017;3
1475;01.10.2017;28;104567,00 USD;;3;4069690;4;Male;C21;Bachelor's;01.02.2017;3
1475;01.11.2017;28;104567,00 USD;;3;1424110;4;Male;C21;Bachelor's;01.02.2017;3
1475;01.12.2017;28;104567,00 USD;;3;6529550;4;Male;C21;Bachelor's;01.02.2017;3
1476;01.06.2017;33;39422,00 USD;;2;0;1;Male;C14;Bachelor;13.06.2017;2
1476;01.07.2017;33;39422,00 USD;;2;0;1;Male;C14;Bachelor;13.06.2017;2
1476;01.08.2017;33;39422,00 USD;;2;150360;1;Male;C14;Bachelor;13.06.2017;2
1476;01.09.2017;33;39422,00 USD;06.09.2017;2;0;1;Male;C14;Bachelor;13.06.2017;2
1477;01.07.2016;29;110542,00 USD;;4;0;1;Male;C8;Master;06.07.2016;4
1477;01.08.2016;29;110542,00 USD;;4;0;1;Male;C8;Master;06.07.2016;4
1477;01.09.2016;29;110542,00 USD;;4;0;1;Male;C8;Master;06.07.2016;4
1477;01.10.2016;29;110542,00 USD;;4;0;1;Male;C8;Master;06.07.2016;4
1477;01.11.2016;30;110542,00 USD;09.11.2016;4;0;1;Male;C8;Master;06.07.2016;4
1479;01.02.2017;36;50436,00 USD;;3;0;4;Male;C5;Colege;06.02.2017;3
1479;01.03.2017;37;50436,00 USD;;3;5143840;4;Male;C5;Colege;06.02.2017;3
1479;01.04.2017;37;50436,00 USD;;3;0;1;Male;C5;Colege;06.02.2017;3
1479;01.05.2017;37;50436,00 USD;;3;0;1;Male;C5;Colege;06.02.2017;3
1479;01.06.2017;37;50436,00 USD;12.06.2017;3;0;1;Male;C5;Colege;06.02.2017;3
1480;01.01.2016;29;39635,00 USD;04.01.2016;2;0;1;Female;C25;Colege;11.12.2015;2
1481;01.01.2016;35;16688,00 USD;;1;0;1;Female;C2;Bachelor's;06.01.2016;1
1481;01.02.2016;35;16688,00 USD;;1;250000;1;Female;C2;Bachelor's;06.01.2016;1
1481;01.03.2016;36;16688,00 USD;;1;144850;1;Female;C2;Bachelor's;06.01.2016;1
1481;01.04.2016;36;16688,00 USD;22.04.2016;1;0;1;Female;C2;Bachelor's;06.01.2016;1
1482;01.04.2017;38;50211,00 USD;;3;0;1;Female;C27;Bachelor;11.04.2017;3
1482;01.05.2017;38;50211,00 USD;;3;0;1;Female;C27;Bachelor;11.04.2017;3
1482;01.06.2017;38;50211,00 USD;;3;0;1;Female;C27;Bachelor;11.04.2017;3
1482;01.07.2017;38;50211,00 USD;;3;0;1;Female;C27;Bachelor;11.04.2017;3
1482;01.08.2017;38;50211,00 USD;;3;0;1;Female;C27;Bachelor;11.04.2017;3
1482;01.09.2017;38;50211,00 USD;15.09.2017;3;0;1;Female;C27;Bachelor;11.04.2017;3
1483;01.01.2016;23;40408,00 USD;;1;369200;1;Female;C13;Master;07.07.2015;1
1483;01.02.2016;24;40408,00 USD;;1;0;1;Female;C13;Master;07.07.2015;1
1483;01.03.2016;24;40408,00 USD;;1;116400;1;Female;C13;Master;07.07.2015;1
1483;01.04.2016;24;40408,00 USD;05.04.2016;1;0;1;Female;C13;Master;07.07.2015;1
1484;01.01.2016;44;101198,00 USD;;4;1597640;3;Male;C2;Colege;14.09.2011;2
1484;01.02.2016;44;101198,00 USD;;4;5733080;3;Male;C2;Colege;14.09.2011;2
1484;01.03.2016;44;101198,00 USD;;4;5885480;3;Male;C2;Colege;14.09.2011;2
1484;01.04.2016;44;101198,00 USD;;4;485060;3;Male;C2;Colege;14.09.2011;2
1484;01.05.2016;44;101198,00 USD;;4;421990;3;Male;C2;Colege;14.09.2011;2
1484;01.06.2016;44;101198,00 USD;;4;1917350;3;Male;C2;Colege;14.09.2011;2
1484;01.07.2016;44;101198,00 USD;;4;1568050;3;Male;C2;Colege;14.09.2011;2
1484;01.08.2016;44;101198,00 USD;;4;1395700;3;Male;C2;Colege;14.09.2011;2
1484;01.09.2016;45;101198,00 USD;;4;530220;3;Male;C2;Colege;14.09.2011;2
1484;01.10.2016;45;101198,00 USD;;4;420780;3;Male;C2;Colege;14.09.2011;2
1484;01.11.2016;45;101198,00 USD;;4;1118840;3;Male;C2;Colege;14.09.2011;2
1484;01.12.2016;45;101198,00 USD;;4;3266480;3;Male;C2;Colege;14.09.2011;2
1484;01.01.2017;45;101198,00 USD;;4;1365060;3;Male;C2;Colege;14.09.2011;2
1484;01.02.2017;45;101198,00 USD;;4;1653380;3;Male;C2;Colege;14.09.2011;2
1484;01.03.2017;45;101198,00 USD;;4;7847890;3;Male;C2;Colege;14.09.2011;2
1484;01.04.2017;45;101198,00 USD;;4;128040;2;Male;C2;Colege;14.09.2011;2
1484;01.05.2017;45;101198,00 USD;;4;566280;2;Male;C2;Colege;14.09.2011;2
1484;01.06.2017;45;101198,00 USD;;4;2097620;2;Male;C2;Colege;14.09.2011;2
1484;01.07.2017;45;101198,00 USD;;4;1281380;2;Male;C2;Colege;14.09.2011;2
1484;01.08.2017;45;101198,00 USD;;4;666250;2;Male;C2;Colege;14.09.2011;2
1484;01.09.2017;46;101198,00 USD;;4;1469100;2;Male;C2;Colege;14.09.2011;2
1484;01.10.2017;46;101198,00 USD;;4;627960;3;Male;C2;Colege;14.09.2011;2
1484;01.11.2017;46;101198,00 USD;;4;2052740;3;Male;C2;Colege;14.09.2011;2
1484;01.12.2017;46;101198,00 USD;;4;3028510;3;Male;C2;Colege;14.09.2011;2
1485;01.04.2017;25;46010,00 USD;;1;0;1;Male;C21;Bachelor;29.03.2017;1
1485;01.05.2017;25;46010,00 USD;;1;0;1;Male;C21;Bachelor;29.03.2017;1
1485;01.06.2017;25;46010,00 USD;19.06.2017;1;0;1;Male;C21;Bachelor;29.03.2017;1
1486;01.01.2016;43;81172,00 USD;;4;1729790;3;Female;C15;Colege;09.12.2013;1
1486;01.02.2016;43;81172,00 USD;;4;3264350;3;Female;C15;Colege;09.12.2013;1
1486;01.03.2016;43;81172,00 USD;;4;7922640;3;Female;C15;Colege;09.12.2013;1
1486;01.04.2016;43;81172,00 USD;;4;585610;2;Female;C15;Colege;09.12.2013;1
1486;01.05.2016;43;81172,00 USD;;4;707250;2;Female;C15;Colege;09.12.2013;1
1486;01.06.2016;43;81172,00 USD;;4;232430;2;Female;C15;Colege;09.12.2013;1
1486;01.07.2016;43;81172,00 USD;;4;562700;1;Female;C15;Colege;09.12.2013;1
1486;01.08.2016;43;81172,00 USD;;4;191300;1;Female;C15;Colege;09.12.2013;1
1486;01.09.2016;44;81172,00 USD;;4;365670;1;Female;C15;Colege;09.12.2013;1
1486;01.10.2016;44;81172,00 USD;;4;222590;2;Female;C15;Colege;09.12.2013;1
1486;01.11.2016;44;81172,00 USD;;4;1382830;2;Female;C15;Colege;09.12.2013;1
1486;01.12.2016;44;81172,00 USD;;4;257550;2;Female;C15;Colege;09.12.2013;1
1486;01.01.2017;44;81172,00 USD;;4;1265420;2;Female;C15;Colege;09.12.2013;1
1486;01.02.2017;44;81172,00 USD;;4;1273810;2;Female;C15;Colege;09.12.2013;1
1486;01.03.2017;44;81172,00 USD;;4;3233870;2;Female;C15;Colege;09.12.2013;1
1486;01.04.2017;44;81172,00 USD;;4;501490;2;Female;C15;Colege;09.12.2013;1
1486;01.05.2017;44;81172,00 USD;;4;364720;2;Female;C15;Colege;09.12.2013;1
1486;01.06.2017;44;81172,00 USD;;4;1118460;2;Female;C15;Colege;09.12.2013;1
1486;01.07.2017;44;81172,00 USD;;4;860340;2;Female;C15;Colege;09.12.2013;1
1486;01.08.2017;44;81172,00 USD;;4;0;2;Female;C15;Colege;09.12.2013;1
1486;01.09.2017;45;81172,00 USD;;4;1308820;2;Female;C15;Colege;09.12.2013;1
1486;01.10.2017;45;81172,00 USD;;4;1158200;1;Female;C15;Colege;09.12.2013;1
1486;01.11.2017;45;81172,00 USD;;4;145300;1;Female;C15;Colege;09.12.2013;1
1486;01.12.2017;45;81172,00 USD;;4;525960;1;Female;C15;Colege;09.12.2013;1
1487;01.01.2016;29;23299,00 USD;;1;0;1;Male;C26;Master;28.12.2015;1
1487;01.02.2016;29;23299,00 USD;;1;0;1;Male;C26;Master;28.12.2015;1
1487;01.03.2016;29;23299,00 USD;;1;734880;1;Male;C26;Master;28.12.2015;1
1487;01.04.2016;29;23299,00 USD;;1;0;2;Male;C26;Master;28.12.2015;1
1487;01.05.2016;29;23299,00 USD;;1;127020;2;Male;C26;Master;28.12.2015;1
1487;01.06.2016;29;23299,00 USD;;1;232900;2;Male;C26;Master;28.12.2015;1
1487;01.07.2016;29;23299,00 USD;;1;884960;2;Male;C26;Master;28.12.2015;1
1487;01.08.2016;29;23299,00 USD;;1;0;2;Male;C26;Master;28.12.2015;1
1487;01.09.2016;30;23299,00 USD;06.09.2016;1;0;2;Male;C26;Master;28.12.2015;1
1489;01.08.2017;29;39403,00 USD;;2;0;1;Male;C8;Bachelor;18.08.2017;2
1489;01.09.2017;29;39403,00 USD;;2;0;1;Male;C8;Bachelor;18.08.2017;2
1489;01.10.2017;29;39403,00 USD;;2;456820;3;Male;C8;Bachelor;18.08.2017;2
1489;01.11.2017;29;39403,00 USD;;2;492480;3;Male;C8;Bachelor;18.08.2017;2
1489;01.12.2017;29;39403,00 USD;;2;461200;3;Male;C8;Bachelor;18.08.2017;2
1490;01.03.2017;38;71142,00 USD;;2;0;1;Female;C21;College;20.03.2017;2
1490;01.04.2017;38;71142,00 USD;;2;0;1;Female;C21;College;20.03.2017;2
1490;01.05.2017;38;71142,00 USD;;2;0;1;Female;C21;College;20.03.2017;2
1490;01.06.2017;38;71142,00 USD;;2;0;1;Female;C21;College;20.03.2017;2
1490;01.07.2017;38;71142,00 USD;;2;320970;2;Female;C21;College;20.03.2017;2
1490;01.08.2017;38;71142,00 USD;;2;415460;2;Female;C21;College;20.03.2017;2
1490;01.09.2017;38;71142,00 USD;;2;437880;2;Female;C21;College;20.03.2017;2
1490;01.10.2017;39;71142,00 USD;04.10.2017;2;0;1;Female;C21;College;20.03.2017;2
1491;01.04.2017;25;56936,00 USD;;2;0;1;Male;C20;Bachelor;18.04.2017;2
1491;01.05.2017;26;56936,00 USD;;2;0;1;Male;C20;Bachelor;18.04.2017;2
1491;01.06.2017;26;56936,00 USD;;2;0;1;Male;C20;Bachelor;18.04.2017;2
1491;01.07.2017;26;56936,00 USD;;2;0;1;Male;C20;Bachelor;18.04.2017;2
1491;01.08.2017;26;56936,00 USD;29.07.2017;2;0;1;Male;C20;Bachelor;18.04.2017;2
1492;01.10.2017;42;130279,00 USD;;3;0;1;Male;C1;College;04.10.2017;3
1492;01.11.2017;42;130279,00 USD;;3;0;1;Male;C1;College;04.10.2017;3
1492;01.12.2017;42;130279,00 USD;28.11.2017;3;0;1;Male;C1;College;04.10.2017;3
1493;01.07.2016;26;64476,00 USD;;1;0;3;Male;C19;Master;21.07.2016;1
1493;01.08.2016;26;64476,00 USD;;1;772610;3;Male;C19;Master;21.07.2016;1
1493;01.09.2016;26;64476,00 USD;;1;478480;3;Male;C19;Master;21.07.2016;1
1493;01.10.2016;26;64476,00 USD;;1;150830;3;Male;C19;Master;21.07.2016;1
1493;01.11.2016;26;64476,00 USD;;1;309030;3;Male;C19;Master;21.07.2016;1
1493;01.12.2016;26;64476,00 USD;;1;992000;3;Male;C19;Master;21.07.2016;1
1493;01.01.2017;26;64476,00 USD;;1;597250;2;Male;C19;Master;21.07.2016;1
1493;01.02.2017;26;64476,00 USD;;1;200000;2;Male;C19;Master;21.07.2016;1
1493;01.03.2017;26;64476,00 USD;;1;802640;2;Male;C19;Master;21.07.2016;1
1493;01.04.2017;27;64476,00 USD;;1;0;1;Male;C19;Master;21.07.2016;1
1493;01.05.2017;27;64476,00 USD;;1;419250;1;Male;C19;Master;21.07.2016;1
1493;01.06.2017;27;64476,00 USD;22.06.2017;1;0;1;Male;C19;Master;21.07.2016;1
1494;01.01.2016;32;34356,00 USD;07.01.2016;1;0;1;Female;C18;College;09.05.2015;1
1495;01.07.2017;29;97212,00 USD;;2;0;1;Male;C22;Master;29.06.2017;2
1495;01.08.2017;29;97212,00 USD;;2;0;1;Male;C22;Master;29.06.2017;2
1495;01.09.2017;29;97212,00 USD;;2;0;1;Male;C22;Master;29.06.2017;2
1495;01.10.2017;30;97212,00 USD;;2;600000;2;Male;C22;Master;29.06.2017;2
1495;01.11.2017;30;97212,00 USD;;2;0;2;Male;C22;Master;29.06.2017;2
1495;01.12.2017;30;97212,00 USD;;2;289800;2;Male;C22;Master;29.06.2017;2
1498;01.05.2017;28;49570,00 USD;;2;0;1;Female;C12;Colege;04.05.2017;2
1498;01.06.2017;28;49570,00 USD;;2;0;1;Female;C12;Colege;04.05.2017;2
1498;01.07.2017;28;49570,00 USD;;2;0;1;Female;C12;Colege;04.05.2017;2
1498;01.08.2017;28;49570,00 USD;;2;0;1;Female;C12;Colege;04.05.2017;2
1498;01.09.2017;28;49570,00 USD;27.09.2017;2;0;1;Female;C12;Colege;04.05.2017;2
1500;01.06.2017;31;86551,00 USD;;3;0;1;Male;C18;Master;13.06.2017;3
1500;01.07.2017;31;86551,00 USD;;3;0;1;Male;C18;Master;13.06.2017;3
1500;01.08.2017;31;86551,00 USD;;3;127760;1;Male;C18;Master;13.06.2017;3
1500;01.09.2017;31;86551,00 USD;12.09.2017;3;0;1;Male;C18;Master;13.06.2017;3
1501;01.11.2017;38;73316,00 USD;;3;0;1;Male;C5;Master;17.11.2017;3
1501;01.12.2017;38;73316,00 USD;;3;0;1;Male;C5;Master;17.11.2017;3
1502;01.10.2016;35;64780,00 USD;;2;0;1;Female;C21;MASTER;28.09.2016;2
1502;01.11.2016;35;64780,00 USD;;2;150030;1;Female;C21;MASTER;28.09.2016;2
1502;01.12.2016;35;64780,00 USD;;2;0;1;Female;C21;MASTER;28.09.2016;2
1502;01.01.2017;35;64780,00 USD;;2;0;1;Female;C21;MASTER;28.09.2016;2
1502;01.02.2017;35;64780,00 USD;31.01.2017;2;0;1;Female;C21;MASTER;28.09.2016;2
1504;01.01.2016;48;31555,00 USD;;2;981690;3;Male;C8;Master;02.03.2015;2
1504;01.02.2016;48;31555,00 USD;;2;735960;3;Male;C8;Master;02.03.2015;2
1504;01.03.2016;48;31555,00 USD;;2;1958170;3;Male;C8;Master;02.03.2015;2
1504;01.04.2016;48;31555,00 USD;;2;261490;2;Male;C8;Master;02.03.2015;2
1504;01.05.2016;48;31555,00 USD;;2;100920;2;Male;C8;Master;02.03.2015;2
1504;01.06.2016;48;31555,00 USD;;2;350000;2;Male;C8;Master;02.03.2015;2
1504;01.07.2016;48;31555,00 USD;;2;200000;3;Male;C8;Master;02.03.2015;2
1504;01.08.2016;48;31555,00 USD;;2;526270;3;Male;C8;Master;02.03.2015;2
1504;01.09.2016;48;31555,00 USD;;2;817950;3;Male;C8;Master;02.03.2015;2
1504;01.10.2016;48;31555,00 USD;;2;1240050;3;Male;C8;Master;02.03.2015;2
1504;01.11.2016;49;31555,00 USD;;2;0;3;Male;C8;Master;02.03.2015;2
1504;01.12.2016;49;31555,00 USD;;2;513370;3;Male;C8;Master;02.03.2015;2
1504;01.01.2017;49;31555,00 USD;;2;795830;3;Male;C8;Master;02.03.2015;2
1504;01.02.2017;49;31555,00 USD;;2;700000;3;Male;C8;Master;02.03.2015;2
1504;01.03.2017;49;31555,00 USD;;2;2205370;3;Male;C8;Master;02.03.2015;2
1504;01.04.2017;49;31555,00 USD;;2;160780;2;Male;C8;Master;02.03.2015;2
1504;01.05.2017;49;31555,00 USD;;2;358280;2;Male;C8;Master;02.03.2015;2
1504;01.06.2017;49;31555,00 USD;;2;309510;2;Male;C8;Master;02.03.2015;2
1504;01.07.2017;49;31555,00 USD;;2;1242550;4;Male;C8;Master;02.03.2015;2
1504;01.08.2017;49;31555,00 USD;;2;641610;4;Male;C8;Master;02.03.2015;2
1504;01.09.2017;49;31555,00 USD;;2;1660590;4;Male;C8;Master;02.03.2015;2
1504;01.10.2017;49;31555,00 USD;;2;309830;3;Male;C8;Master;02.03.2015;2
1504;01.11.2017;50;31555,00 USD;;2;1085640;3;Male;C8;Master;02.03.2015;2
1504;01.12.2017;50;31555,00 USD;;2;468800;3;Male;C8;Master;02.03.2015;2
1505;01.07.2017;26;69831,00 USD;;3;0;1;Female;C22;Bachelor;03.07.2017;3
1505;01.08.2017;27;69831,00 USD;;3;0;1;Female;C22;Bachelor;03.07.2017;3
1505;01.09.2017;27;69831,00 USD;;3;0;1;Female;C22;Bachelor;03.07.2017;3
1505;01.10.2017;27;69831,00 USD;;3;0;2;Female;C22;Bachelor;03.07.2017;3
